Title,Author,Genre,Height,Publisher,image_url
"Unravel Me (Shatter Me, #2)",Tahereh Mafi,Sci-fi,18276967,2013,https://images.gr-assets.com/books/1340287622m/13104080.jpg
The Birth of Venus,Sarah Dunant,Sci-fi,815591,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Opal Deception  (Artemis Fowl, #4)",Eoin Colfer,Sci-fi,1537541,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Girl in the Spider's Web (Millennium, #4)","David Lagercrantz, Stieg Larsson, George Goulding",Sci-fi,27669153,2015,https://images.gr-assets.com/books/1427843648m/25074850.jpg
The Girls,Emma Cline,Sci-fi,42856015,2016,https://images.gr-assets.com/books/1492065338m/26893819.jpg
"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,Sci-fi,2715267,2003,https://images.gr-assets.com/books/1330728389m/179064.jpg
Mystic River,Dennis Lehane,Sci-fi,1234249,2001,https://images.gr-assets.com/books/1407109549m/21671.jpg
"Warm Bodies (Warm Bodies, #1)",Isaac Marion,Sci-fi,10090210,2010,https://images.gr-assets.com/books/1323400027m/7619057.jpg
The Prince and the Pauper,"Mark Twain, Everett H. Emerson",Sci-fi,2071994,1881,https://images.gr-assets.com/books/1376406798m/62446.jpg
The Moon is a Harsh Mistress,Robert A. Heinlein,Sci-fi,1048525,1966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Forty Rules of Love,"Elif Shafak, إليف شافاق, ارسلان فصیحی, محمد درويش",Sci-fi,19051480,2010,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"High Five (Stephanie Plum, #5)",Janet Evanovich,Sci-fi,1874115,1999,https://images.gr-assets.com/books/1270849101m/6423.jpg
Joyland,Stephen King,Sci-fi,19185026,2013,https://images.gr-assets.com/books/1348154483m/13596166.jpg
"Attack on Titan, Vol. 1 (Attack on Titan, #1)","Hajime Isayama, Sheldon Drzka",Sci-fi,18332367,2010,https://images.gr-assets.com/books/1432712438m/13154150.jpg
Tender Is the Night,F. Scott Fitzgerald,Sci-fi,8272,1933,https://images.gr-assets.com/books/1438797669m/46164.jpg
Cold Sassy Tree,Olive Ann Burns,Sci-fi,1187268,1984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Glass Menagerie,Tennessee Williams,Sci-fi,1324493,1945,https://images.gr-assets.com/books/1391591003m/92517.jpg
My Brilliant Friend (The Neapolitan Novels #1),"Elena Ferrante, Ann Goldstein",Sci-fi,19174054,2011,https://images.gr-assets.com/books/1343064947m/13586707.jpg
The 4-Hour Workweek,Timothy Ferriss,Sci-fi,1885647,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny,Robin S. Sharma,Sci-fi,43268,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Rules of Civility,Amor Towles,Sci-fi,14950407,2011,https://images.gr-assets.com/books/1311705045m/10054335.jpg
"Ringworld (Ringworld, #1)",Larry Niven,Sci-fi,924711,1970,https://images.gr-assets.com/books/1408793358m/61179.jpg
Between Shades of Gray,Ruta Sepetys,Sci-fi,10870318,2011,https://images.gr-assets.com/books/1327873479m/7824322.jpg
Frindle,"Andrew Clements, Brian Selznick",Sci-fi,1993854,1996,https://images.gr-assets.com/books/1344395824m/439173.jpg
"Dog Days (Diary of a Wimpy Kid, #4)",Jeff Kinney,Sci-fi,6771716,2009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Round House,Louise Erdrich,Sci-fi,19195697,2012,https://images.gr-assets.com/books/1352999408m/13602426.jpg
"A Wind in the Door (A Wrinkle in Time Quintet, #2)",Madeleine L'Engle,Sci-fi,1196035,1973,https://images.gr-assets.com/books/1327464177m/18130.jpg
"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",Veronica Roth,Sci-fi,19216323,2012,https://images.gr-assets.com/books/1399503802m/13615258.jpg
A Little Life,Hanya Yanagihara,Sci-fi,42375710,2015,https://images.gr-assets.com/books/1446469353m/22822858.jpg
"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, José Marzán Jr.",Sci-fi,151061,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Alloy of Law (Mistborn, #4)",Brandon Sanderson,Sci-fi,15035863,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Dead Reckoning (Sookie Stackhouse, #11)",Charlaine Harris,Sci-fi,12401364,2011,https://images.gr-assets.com/books/1357679465m/7981206.jpg
The Accidental Tourist,"Anne Tyler, Jennifer Bassett",Sci-fi,1070136,1985,https://images.gr-assets.com/books/1502220282m/60792.jpg
"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,Sci-fi,16964419,2012,https://images.gr-assets.com/books/1328320260m/12000020.jpg
The Invisible Man,H.G. Wells,Sci-fi,1326579,1897,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Hard-Boiled Wonderland and the End of the World,"Haruki Murakami, Alfred Birnbaum",Sci-fi,2531870,1985,https://images.gr-assets.com/books/1399844477m/10374.jpg
By the River Piedra I Sat Down and Wept,"Paulo Coelho, Alan R. Clarke",Sci-fi,3249453,1994,https://images.gr-assets.com/books/1466877798m/1428.jpg
The Swiss Family Robinson  ,"Johann David Wyss, Scott McKowen, Arthur Pober",Sci-fi,2441994,1812,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Four Past Midnight ,Stephen King,Sci-fi,1733095,1990,https://images.gr-assets.com/books/1321023197m/133266.jpg
"The Marriage Bargain (Marriage to a Billionaire, #1)",Jennifer Probst,Sci-fi,19022487,2012,https://images.gr-assets.com/books/1329319988m/13486122.jpg
"Anne of Avonlea (Anne of Green Gables, #2)",L.M. Montgomery,Sci-fi,63845,1909,https://images.gr-assets.com/books/1305545757m/77390.jpg
The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",Sci-fi,258562,1930,https://images.gr-assets.com/books/1352736875m/824204.jpg
We Are All Completely Beside Ourselves,Karen Joy Fowler,Sci-fi,22026398,2013,https://images.gr-assets.com/books/1364850195m/16176440.jpg
"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,Sci-fi,1959402,1996,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ulysses,James Joyce,Sci-fi,2368224,1922,https://images.gr-assets.com/books/1428891345m/338798.jpg
Someone Like You,Sarah Dessen,Sci-fi,802840,1998,https://images.gr-assets.com/books/1336001301m/816953.jpg
Moloka'i,Alan Brennert,Sci-fi,3303291,2003,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Witching Hour (Lives of the Mayfair Witches, #1)",Anne Rice,Sci-fi,2926133,1990,https://images.gr-assets.com/books/1327289387m/11901.jpg
"This Present Darkness (Darkness, #1)",Frank E. Peretti,Sci-fi,2298572,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Coincidence of Callie & Kayden (The Coincidence, #1)",Jessica Sorensen,Sci-fi,21930423,2012,https://images.gr-assets.com/books/1353550763m/16113791.jpg
Fates and Furies,Lauren Groff,Sci-fi,43913972,2015,https://images.gr-assets.com/books/1434750235m/24612118.jpg
Summer Sisters,Judy Blume,Sci-fi,2055065,1998,https://images.gr-assets.com/books/1167356646m/22695.jpg
Stuart Little,"E.B. White, Garth Williams",Sci-fi,2884160,1945,https://images.gr-assets.com/books/1347367311m/138959.jpg
"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,Sci-fi,41350,1953,https://images.gr-assets.com/books/1316412178m/46654.jpg
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,Sci-fi,907243,1999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Austere Academy (A Series of Unfortunate Events, #5)","Lemony Snicket, Brett Helquist",Sci-fi,1165972,2000,https://images.gr-assets.com/books/1320706187m/131123.jpg
"Seven Up (Stephanie Plum, #7)",Janet Evanovich,Sci-fi,3207062,2001,https://images.gr-assets.com/books/1311720512m/6424.jpg
"The Awakening (Darkest Powers, #2)",Kelley Armstrong,Sci-fi,4115339,2009,https://images.gr-assets.com/books/1478986806m/5391115.jpg
"Death Masks (The Dresden Files, #5)",Jim Butcher,Sci-fi,2183,2003,https://images.gr-assets.com/books/1345557713m/91479.jpg
Stellaluna,Janell Cannon,Sci-fi,1316672,1993,https://images.gr-assets.com/books/1275583521m/786256.jpg
Before They Are Hanged (The First Law #2),Joe Abercrombie,Sci-fi,2116927,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Loving Frank,Nancy Horan,Sci-fi,3345089,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Hard Eight (Stephanie Plum, #8)","Janet Evanovich, Lorelei King",Sci-fi,1616132,2002,https://images.gr-assets.com/books/1479699438m/6425.jpg
"The Vile Village (A Series of Unfortunate Events, #7)","Lemony Snicket, Brett Helquist",Sci-fi,324576,2001,https://images.gr-assets.com/books/1352066958m/150037.jpg
Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities,Flora Rheta Schreiber,Sci-fi,2912372,1973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Cosmos,Carl Sagan,Sci-fi,3237312,1980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Haunted,Chuck Palahniuk,Sci-fi,1602272,2005,https://images.gr-assets.com/books/1391152326m/22288.jpg
The Shell Seekers,Rosamunde Pilcher,Sci-fi,517040,1987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
What Is the What,Dave Eggers,Sci-fi,3271214,2006,https://images.gr-assets.com/books/1328837457m/4952.jpg
Chronicle of a Death Foretold,"Gabriel García Márquez, Gregory Rabassa",Sci-fi,59137,1981,https://images.gr-assets.com/books/1430736599m/23878.jpg
"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)","Ronald Holt, Arthur Conan Doyle",Sci-fi,2766104,1891,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",Sci-fi,15494456,2011,https://images.gr-assets.com/books/1317793681m/10587120.jpg
The Lowland,Jhumpa Lahiri,Sci-fi,23858897,2013,https://images.gr-assets.com/books/1366930267m/17262100.jpg
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,Sci-fi,810498,2004,https://images.gr-assets.com/books/1293952830m/60400.jpg
Wintergirls,Laurie Halse Anderson,Sci-fi,5219477,2009,https://images.gr-assets.com/books/1346343878m/5152478.jpg
The Brethren,John Grisham,Sci-fi,1854517,2000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,Sci-fi,503752,1997,https://images.gr-assets.com/books/1399584431m/45112.jpg
Rosemary's Baby,Ira Levin,Sci-fi,883024,1967,https://images.gr-assets.com/books/1327878603m/228296.jpg
"The Talisman (The Talisman, #1)","Stephen King, Peter Straub",Sci-fi,3324421,1984,https://images.gr-assets.com/books/1170530286m/59219.jpg
"The Path of Daggers (Wheel of Time, #8)",Robert Jordan,Sci-fi,1098593,1998,https://images.gr-assets.com/books/1390508613m/140974.jpg
The Dharma Bums,Jack Kerouac,Sci-fi,827497,1958,https://images.gr-assets.com/books/1428986082m/412732.jpg
"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,Sci-fi,6659237,2010,https://images.gr-assets.com/books/1327154591m/6468666.jpg
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,Sci-fi,16826575,2012,https://images.gr-assets.com/books/1315601232m/11869272.jpg
"Mary Poppins (Mary Poppins, #1)","P.L. Travers, Mary Shepard",Sci-fi,2768848,1934,https://images.gr-assets.com/books/1327947805m/152380.jpg
"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,Sci-fi,856785,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The House on Mango Street,Sandra Cisneros,Sci-fi,2000351,1984,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
City of Thieves,David Benioff,Sci-fi,1974537,2008,https://images.gr-assets.com/books/1392015757m/1971304.jpg
"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,Sci-fi,1412415,2007,https://images.gr-assets.com/books/1373855613m/1421990.jpg
The Twits,"Roald Dahl, Quentin Blake",Sci-fi,866909,1980,https://images.gr-assets.com/books/1406090629m/31456.jpg
"Abhorsen (Abhorsen, #3)",Garth Nix,Sci-fi,2339177,2003,https://images.gr-assets.com/books/1401683669m/334643.jpg
The Beach House,"James Patterson, Peter de Jonge",Sci-fi,22576,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Eyes of the Dragon,Stephen King,Sci-fi,3083085,1987,https://images.gr-assets.com/books/1430121758m/10611.jpg
Children of Dune (Dune Chronicles #3),Frank Herbert,Sci-fi,3634573,1976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,Sci-fi,13730452,2011,https://images.gr-assets.com/books/1411013134m/8855321.jpg
"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,Sci-fi,25272067,2015,https://images.gr-assets.com/books/1441230104m/18006496.jpg
"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,Sci-fi,1782551,1991,https://images.gr-assets.com/books/1327887479m/15197.jpg
The Snowy Day,Ezra Jack Keats,Sci-fi,51286,1962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"To the Nines (Stephanie Plum, #9)",Janet Evanovich,Sci-fi,826485,2003,https://images.gr-assets.com/books/1169433446m/40331.jpg
Where We Belong,Emily Giffin,Sci-fi,17394448,2012,https://images.gr-assets.com/books/1340320747m/12987977.jpg
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,Sci-fi,909325,1994,https://images.gr-assets.com/books/1413747743m/16213.jpg
Sputnik Sweetheart,"Haruki Murakami, Philip Gabriel",Sci-fi,1813695,1999,https://images.gr-assets.com/books/1486764070m/9557.jpg
The Signature of All Things,Elizabeth Gilbert,Sci-fi,21889418,2012,https://images.gr-assets.com/books/1364277893m/17465453.jpg
"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,Sci-fi,854886,2003,https://images.gr-assets.com/books/1473392595m/8600.jpg
"Dead Witch Walking (The Hollows, #1)",Kim Harrison,Sci-fi,30640,2004,https://images.gr-assets.com/books/1391713381m/30264.jpg
The Night Before Christmas,"Clement C. Moore, Jan Brett",Sci-fi,3043272,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,Sci-fi,2859015,2009,https://images.gr-assets.com/books/1370918297m/2832909.jpg
"Unearthly (Unearthly, #1)",Cynthia Hand,Sci-fi,9621771,2011,https://images.gr-assets.com/books/1324782984m/7488244.jpg
The Case for Christ,Lee Strobel,Sci-fi,333464,1988,https://images.gr-assets.com/books/1448776489m/73186.jpg
"Knife of Dreams (Wheel of Time, #11)",Robert Jordan,Sci-fi,987750,2005,https://images.gr-assets.com/books/1397856387m/13888.jpg
Hoot,Carl Hiaasen,Sci-fi,817164,2002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Aeneid,"Virgil, Robert Fitzgerald",Sci-fi,288738,-17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
This Is How You Lose Her,Junot Díaz,Sci-fi,19051762,2012,https://images.gr-assets.com/books/1342596676m/13503109.jpg
After Dark,"Haruki Murakami, Jay Rubin",Sci-fi,3070852,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Ishmael:A Novel,Daniel Quinn,Sci-fi,1041162,1992,https://images.gr-assets.com/books/1388180479m/227265.jpg
"It's Not Summer Without You (Summer, #2)",Jenny Han,Sci-fi,6777681,2010,https://images.gr-assets.com/books/1479864019m/6584188.jpg
"Pushing the Limits (Pushing the Limits, #1)",Katie McGarry,Sci-fi,15093690,2012,https://images.gr-assets.com/books/1322770025m/10194514.jpg
Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",Sci-fi,6247751,2001,https://images.gr-assets.com/books/1369689506m/111450.jpg
"Miss Nelson Is Missing! (Miss Nelson, #1)","Harry Allard, James  Marshall",Sci-fi,142568,1977,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Long Walk,"Richard Bachman, Stephen King",Sci-fi,522169,1979,https://images.gr-assets.com/books/1309212400m/9014.jpg
"The Ersatz Elevator (A Series of Unfortunate Events, #6)","Lemony Snicket, Brett Helquist",Sci-fi,1168344,2001,https://images.gr-assets.com/books/1352066916m/172327.jpg
"Messenger (The Giver, #3)",Lois Lowry,Sci-fi,901952,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,Sci-fi,2958166,2007,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
'Salem's Lot,"Stephen King, Jerry N. Uelsmann",Sci-fi,40802405,2005,https://images.gr-assets.com/books/1320478491m/5413.jpg
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)","Trenton Lee Stewart, Carson Ellis",Sci-fi,80497,2007,https://images.gr-assets.com/books/1342715444m/83369.jpg
god is Not Great: How Religion Poisons Everything,Christopher Hitchens,Sci-fi,3442838,2007,https://images.gr-assets.com/books/1411218313m/43369.jpg
"Never Too Far (Rosemary Beach, #2; Too Far, #2)",Abbi Glines,Sci-fi,23346114,2013,https://images.gr-assets.com/books/1356822956m/17029526.jpg
State of Fear,Michael Crichton,Sci-fi,1749610,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Statistical Probability of Love at First Sight,Jennifer E. Smith,Sci-fi,15464655,2012,https://images.gr-assets.com/books/1337187623m/10798416.jpg
"The Golem's Eye (Bartimaeus, #2)",Jonathan Stroud,Sci-fi,57689,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Still Life with Woodpecker,Tom Robbins,Sci-fi,1105809,1980,https://images.gr-assets.com/books/1308749778m/9566.jpg
Those Who Save Us,Jenna Blum,Sci-fi,3402913,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Broker,John Grisham,Sci-fi,3204998,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Across the Universe (Across the Universe, #1)",Beth Revis,Sci-fi,13082532,2011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth",M. Scott Peck,Sci-fi,2747475,1978,https://images.gr-assets.com/books/1322673263m/347852.jpg
"Blood Rites (The Dresden Files, #6)",Jim Butcher,Sci-fi,227172,2004,https://images.gr-assets.com/books/1345557965m/99383.jpg
"The Boxcar Children (The Boxcar Children, #1)","Gertrude Chandler Warner, L. Kate Deal",Sci-fi,945340,1942,https://images.gr-assets.com/books/1173489650m/297249.jpg
The Silent Wife,A.S.A. Harrison,Sci-fi,22018742,2013,https://images.gr-assets.com/books/1356094989m/16171291.jpg
How to Be a Woman,Caitlin Moran,Sci-fi,15507935,2011,https://images.gr-assets.com/books/1405909800m/10600242.jpg
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,Sci-fi,25126749,2016,https://images.gr-assets.com/books/1485259138m/17927395.jpg
Life,Keith Richards,Sci-fi,14323907,2010,https://images.gr-assets.com/books/1327960451m/9439303.jpg
Unaccustomed Earth,Jhumpa Lahiri,Sci-fi,4345835,2008,https://images.gr-assets.com/books/1320398140m/85301.jpg
The Pilot's Wife,Anita Shreve,Sci-fi,3131254,1998,https://images.gr-assets.com/books/1435011220m/5191.jpg
White Noise,Don DeLillo,Sci-fi,327422,1985,https://images.gr-assets.com/books/1327934706m/11762.jpg
"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,Sci-fi,903474,1992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Origin of Species,Charles Darwin,Sci-fi,481941,1859,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Blankets,Craig Thompson,Sci-fi,781193,2003,https://images.gr-assets.com/books/1460925949m/25179.jpg
The Story of Edgar Sawtelle,David Wroblewski,Sci-fi,2168242,2008,https://images.gr-assets.com/books/1310466361m/2731276.jpg
Drowning Ruth,Christina Schwarz,Sci-fi,1737200,2000,https://images.gr-assets.com/books/1390180160m/5171.jpg
Post Office,Charles Bukowski,Sci-fi,823130,1971,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,Sci-fi,1907621,1992,https://images.gr-assets.com/books/1498463335m/469571.jpg
"The Complete Sherlock Holmes, Vol 2","Arthur Conan Doyle, Kyle Freeman",Sci-fi,6658413,1914,https://images.gr-assets.com/books/1347663158m/3586.jpg
"One Piece, Volume 01: Romance Dawn (One Piece, #1)","Eiichirō Oda, Andy Nakatani",Sci-fi,361124,1997,https://images.gr-assets.com/books/1318523719m/1237398.jpg
"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,Sci-fi,902304,1968,https://images.gr-assets.com/books/1358147318m/29127.jpg
"Magyk (Septimus Heap, #1)",Angie Sage,Sci-fi,2215929,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Fever 1793,Laurie Halse Anderson,Sci-fi,212043,2000,https://images.gr-assets.com/books/1381743126m/781110.jpg
"The Likeness (Dublin Murder Squad, #2)",Tana French,Sci-fi,6504351,2008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Sci-fi,42009388,2015,https://images.gr-assets.com/books/1408923747m/22551730.jpg
The Jungle Book,Rudyard Kipling,Sci-fi,17441265,1894,https://images.gr-assets.com/books/1327873594m/77270.jpg
"I Am Pilgrim (Pilgrim, #1)",Terry Hayes,Sci-fi,20434723,2013,https://images.gr-assets.com/books/1403345411m/18144124.jpg
Howl and Other Poems,"Allen Ginsberg, William Carlos Williams",Sci-fi,2290688,1956,https://images.gr-assets.com/books/1327870926m/6295.jpg
Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life,Richard Carlson,Sci-fi,164688,1997,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Go the Fuck to Sleep,"Adam Mansbach, Ricardo Cortés",Sci-fi,16117490,2011,https://images.gr-assets.com/books/1342861907m/11192642.jpg
"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,Sci-fi,2842984,1992,https://images.gr-assets.com/books/1320725132m/360.jpg
Benjamin Franklin: An American Life,Walter Isaacson,Sci-fi,750514,2003,https://images.gr-assets.com/books/1397772877m/10883.jpg
The Tiger's Wife,Téa Obreht,Sci-fi,13221524,2011,https://images.gr-assets.com/books/1382570044m/8366402.jpg
"Poison Study (Study, #1)",Maria V. Snyder,Sci-fi,1180409,2005,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,Sci-fi,295059,2007,https://images.gr-assets.com/books/1351276662m/304027.jpg
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,Sci-fi,1636617,2004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
The Book of Mormon: Another Testament of Jesus Christ,"Anonymous, Joseph Smith Jr.",Sci-fi,2139868,1830,https://images.gr-assets.com/books/1327389004m/323355.jpg
The Mist,Stephen King,Sci-fi,59181,1980,https://images.gr-assets.com/books/1331317781m/813214.jpg
"Dead Beat (The Dresden Files, #7)",Jim Butcher,Sci-fi,6614452,2005,https://images.gr-assets.com/books/1345667776m/17683.jpg
"Golden Son (Red Rising, #2)",Pierce Brown,Sci-fi,26984955,2015,https://images.gr-assets.com/books/1394684475m/18966819.jpg
"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,Sci-fi,1712283,2002,https://images.gr-assets.com/books/1320518310m/47989.jpg
"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,Sci-fi,592532,1986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
What the Dog Saw and Other Adventures,Malcolm Gladwell,Sci-fi,6708278,2009,https://images.gr-assets.com/books/1344263875m/6516450.jpg
Pretty Girls,Karin Slaughter,Sci-fi,42937661,2015,https://images.gr-assets.com/books/1432205734m/25574782.jpg
"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,Sci-fi,929012,2008,https://images.gr-assets.com/books/1302062699m/944076.jpg
Revival,Stephen King,Sci-fi,27239641,2014,https://images.gr-assets.com/books/1394651975m/20926278.jpg
Horton Hears a Who!,Dr. Seuss,Sci-fi,933973,1954,https://images.gr-assets.com/books/1327924655m/7779.jpg
The Blind Side: Evolution of a Game,Michael   Lewis,Sci-fi,808779,2006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Lirael (Abhorsen, #2)",Garth Nix,Sci-fi,2067752,2001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"School's Out—Forever (Maximum Ride, #2)",James Patterson,Sci-fi,880271,2006,https://images.gr-assets.com/books/1346079917m/13139.jpg
"Black Butler, Vol. 1 (Black Butler, #1)","Yana Toboso, Tomo Kimura",Sci-fi,6886418,2007,https://images.gr-assets.com/books/1336691148m/6690979.jpg
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,Sci-fi,18390887,2015,https://images.gr-assets.com/books/1470057036m/13206900.jpg
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,"Robert Louis Stevenson, Robert Mighall",Sci-fi,17441791,1886,https://images.gr-assets.com/books/1327927453m/51497.jpg
